Time,Exact,Adams_S,Adams_WS,Adams_NA,ddends,Err_S,Err_WS,Err_NA,Err_ddends
0,0,-0,-0,-0,-0,0,0,0,0
0.1,0.126292729518912,0.125,0.115,0.315,0.126292722890271,0.00129272951891191,0.0112927295189119,0.188707270481088,6.62864055311907e-09
0.2,0.255350689540042,0.25375,0.24225,0.61,0.255350552737401,0.00160068954004244,0.0131006895400424,0.354649310459957,1.36802641104161e-07
0.3,0.387464701894001,0.3855625,0.3728375,0.885,0.387463282699131,0.00190220189400075,0.0146272018940008,0.497535298105999,1.41919486951192e-06
0.4,0.522956174410318,0.520709375,0.506650625,1.14,0.522954877491234,0.00224679941031747,0.0163055494103175,0.617043825589683,1.29691908357099e-06
0.5,0.662180317675032,0.65953765625,0.64400634375,1.375,0.662177653488719,0.00264266142503189,0.0181739739250318,0.712819682324968,2.66418631322818e-06
0.6,0.805529700097627,0.8024328359375,0.7852747640625,1.59,0.805527087367793,0.00309686416012711,0.0202549360351271,0.784470299902373,2.61272983403948e-06
0.7,0.953438176867619,0.949820878515625,0.930865661484375,1.785,0.953433785971121,0.00361729835199398,0.0225725153832439,0.831561823132381,4.39089649795221e-06
0.8,1.10638523212312,1.10217236849609,1.08123177250391,1.96,1.10638078451102,0.00421286362702311,0.0251534596192104,0.853614767876883,4.44761209461575e-06
0.9,1.26490077778924,1.26000717984473,1.23687325530527,2.115,1.26489634967902,0.00489359794451039,0.0280275224839635,0.850099222210763,4.42811022183243e-06
1,1.42957045711476,1.42389963839663,1.39834265497587,2.25,1.42956834169283,0.0056708187181298,0.0312278021388914,0.82042954288524,2.11542193051528e-06
1.1,1.55322710829509,1.59448422516389,1.56625039045699,2.365,1.55332769073841,0.0412571168688036,0.0130232821619003,0.811772891704915,0.000100582443319119
1.2,1.70258528181536,1.72183687701864,1.69289581627674,2.52225,1.70269464450435,0.0192515952032861,0.00968946553861461,0.819664718184645,0.000109362688995862
1.3,1.88057723430096,1.89954444731324,1.8657614191954,2.698,1.88068690561388,0.0189672130122789,0.0148158151055617,0.817422765699036,0.000109671312918502
1.4,2.09046771608585,2.1101952080593,2.07172990376088,2.89025,2.09058891439961,0.0197274919734465,0.0187378123249751,0.79978228391415,0.000121198313755233
1.5,2.33589147508781,2.35637203252753,2.31270055274024,3.097,2.33601641922718,0.0204805574397167,0.0231909223475761,0.761108524912187,0.000124944139369809
1.6,2.62089497163085,2.64204601059745,2.59250580686948,3.31625,2.62103295664164,0.0211510389665981,0.0283891647613679,0.695355028369154,0.000137985010788544
1.7,2.9499827751254,2.97169019591225,2.91553135491133,3.546,2.95012955485576,0.0217074207868526,0.0344514202140687,0.596017224874606,0.000146779730360258
1.8,3.32816916599269,3.35028429624382,3.28666384482994,3.78425,3.32833711917817,0.0221151302511302,0.0415053211627496,0.456080834007309,0.000167953185474801
1.9,3.76103552452374,3.78336893881301,3.71133990715564,4.029,3.76121966686167,0.0223334142892666,0.0496956173680947,0.267964475476262,0.000184142337932069
2,4.25479415314254,4.27710840536649,4.19560730848502,4.27825,4.25551470408685,0.0223142522239517,0.0591868446575212,0.0234558468574608,0.000720550944311782
