k,Method,Max_Error,RMSE
1,Adams_Start,0.243933653948639,0.0831676595510081
1,Adams_NoStart,0.243933653948639,0.0831676595510081
1,Adams_NewApp,0.940099222210763,0.727577592477814
1,ddends,0.000720550944311782,0.000180789296483757
2,Adams_Start,0.0412571168688036,0.016564352670661
2,Adams_NoStart,0.0591868446575212,0.027152713044611
2,Adams_NewApp,0.853614767876883,0.657055715907416
2,ddends,0.000720550944311782,0.000180789296483757
3,Adams_Start,0.052106263046884,0.0255006373898126
3,Adams_NoStart,0.0470190635297536,0.0234979758622401
3,Adams_NewApp,0.853614767876884,0.662737227602164
3,ddends,0.000720550944311782,0.000180789296483757
4,Adams_Start,0.0474714647203971,0.0245862096596135
4,Adams_NoStart,0.0597940859687212,0.0293593500445539
4,Adams_NewApp,0.853614767876883,0.663437726946489
4,ddends,0.000720550944311782,0.000180789296483757
5,Adams_Start,0.0563635251501149,0.0238243586761587
5,Adams_NoStart,0.0637226625967973,0.0318343748005157
5,Adams_NewApp,0.866986245962424,0.663431930787042
5,ddends,0.000720550944311782,0.000180789296483757
6,Adams_Start,0.0866414584834612,0.028809308976103
6,Adams_NoStart,0.0812637259747184,0.041431043695132
6,Adams_NewApp,0.88067548207353,0.663519009952949
6,ddends,0.000720550944311782,0.000180789296483757
7,Adams_Start,0.129354725427819,0.0532733302114297
7,Adams_NoStart,0.26865704615599,0.0947857022696429
7,Adams_NewApp,0.893772547219032,0.663861635406431
7,ddends,0.000720550944311782,0.000180789296483757
8,Adams_Start,0.432197509236549,0.161549193410172
8,Adams_NoStart,1.56088576998622,0.468436625433268
8,Adams_NewApp,0.947137062353273,0.664993685852252
8,ddends,0.000720550944311782,0.000180789296483757
9,Adams_Start,2.12503281099387,0.569884302003024
9,Adams_NoStart,13.956730320691,4.65203440244259
9,Adams_NewApp,1.07186622653984,0.668893730025618
9,ddends,0.000720550944311782,0.000180789296483757
10,Adams_Start,7.27419670005934,1.75427990867174
10,Adams_NoStart,217.885933395969,54.7569975857559
10,Adams_NewApp,1.25337819640594,0.6824568609571
10,ddends,0.000720550944311782,0.000180789296483757
11,Adams_Start,20.0506649137682,4.63364143745192
11,Adams_NoStart,2094.83457924666,484.160107959356
11,Adams_NewApp,1.50092570486393,0.728906848829418
11,ddends,0.000720550944311782,0.000180789296483757
12,Adams_Start,48.1463356571085,10.9434790362057
12,Adams_NoStart,13107.165965716,3021.69043622914
12,Adams_NewApp,2.2038458617748,0.87672076419854
12,ddends,0.000720550944311782,0.000180789296483757
