k,Method,Max_Error,RMSE
2,Adams_Start,0.57705977814254,0.268889554526932
2,Adams_WithoutStart,1.79190352814254,0.925104479228524
2,ddends,0.000720550944311782,0.000327052373240164
3,Adams_Start,0.492966896198095,0.241378417691873
3,Adams_WithoutStart,1.04804321274902,0.548348926489258
3,ddends,0.000720550944311782,0.000327052373240164
4,Adams_Start,0.49893477814254,0.254030027653946
4,Adams_WithoutStart,0.676613769389647,0.350052213745414
4,ddends,0.000720550944311782,0.000327052373240164
