Time,Exact,Adams_S,Adams_WS,Adams_NA,ddends,Err_S,Err_WS,Err_NA,Err_ddends
0,0,-0,-0,-0,-0,0,0,0,0
0.005,0.00625313021485024,0.00625,0.00622499999999995,0.0162250000000001,0.00625313021474291,3.13021485024399e-06,2.81302148502898e-05,0.00997186978514984,1.07334280352589e-13
0.01,0.012512541771042,0.01250625,0.0125075729166666,0.0324000000000001,0.0125125417693536,6.29177104199442e-06,4.96885437536315e-06,0.0198874582289581,1.68839421610389e-12
0.015,0.0187782661539297,0.0187719348958333,0.018773437157118,0.048525,0.0187782661532561,6.33125809641061e-06,4.82899681171836e-06,0.0297467338460703,6.73613942403506e-13
0.02,0.0250503350066889,0.0250439784385851,0.0250454341937626,0.0646000000000001,0.0250503349795533,6.35656810386159e-06,4.90081292630132e-06,0.0395496649933112,2.71356062619965e-11
0.025,0.0313287801311072,0.031322391686816,0.0313238541339818,0.080625,0.0313287801107733,6.38844429125263e-06,4.92599712541286e-06,0.0492962198688928,2.03339428628269e-11
0.03,0.0376136334883792,0.0376072129485904,0.0376086828355514,0.0966000000000001,0.0376136334785576,6.42053978886642e-06,4.95065282786478e-06,0.0589863665116209,9.82165737628549e-12
0.035,0.0439049271999058,0.043898474416516,0.0438999516730692,0.112525,0.0439049269853824,6.45278338985006e-06,4.97552683663416e-06,0.0686200728000942,2.1452338516692e-10
0.04,0.0502026935480971,0.0501962083593645,0.0501976930204782,0.1284,0.0502026931002962,6.485188732544e-06,5.00052761883557e-06,0.0781973064519031,4.47800893588202e-10
0.045,0.0565069649771792,0.0565004472203412,0.0565019393233447,0.144225,0.0565069644689815,6.51775683800648e-06,5.02565383447146e-06,0.0877180350228208,5.08197678383837e-10
0.05,0.062817774094006,0.0628112236055081,0.0628127231877092,0.16,0.0628177737371214,6.55048849788897e-06,5.05090629684957e-06,0.0971822259059941,3.56884646834921e-10
0.055,0.0691351536688736,0.0691285702843407,0.0691300773832284,0.175725,0.0691351535503984,6.58338453290996e-06,5.07628564519469e-06,0.106589846331126,1.18475160237885e-10
0.06,0.0754591366363399,0.0754525201905712,0.0754540348438233,0.1914,0.0754591364629211,6.61644576865905e-06,5.10179251658749e-06,0.11594086336366,1.73418848725682e-10
0.065,0.0817897560960482,0.0817831064230134,0.0817846286684961,0.207025,0.0817897545913111,6.64967303476427e-06,5.12742755208462e-06,0.125235243903952,1.50473708493415e-09
0.07,0.0881270453135541,0.0881203622463893,0.0881218921221588,0.2226,0.0881270416837594,6.68306716486433e-06,5.15319139536563e-06,0.134472954686446,3.62979471479896e-09
0.075,0.0944710377211579,0.0944643210921607,0.0944658586364641,0.238125,0.0944710318546696,6.71662899720538e-06,5.17908469378769e-06,0.143653962278842,5.866488267392e-09
0.08,0.10082176691874,0.100815016559366,0.100816561810642,0.2536,0.100821759218445,6.75035937371116e-06,5.2051080978166e-06,0.15277823308126,7.7002944853799e-09
0.085,0.1071792666746,0.107172482415459,0.107174035412339,0.269025,0.10717925788949,6.78425914092673e-06,5.23126226112391e-06,0.1618457333254,8.78511005608651e-09
0.09,0.113543570926303,0.113536752597153,0.113538313378462,0.2844,0.113543561982206,6.81832914943559e-06,5.2575478407535e-06,0.170856429073698,8.94409613039215e-09
0.095,0.119914713781526,0.119907861211272,0.119909429816029,0.299725,0.119914705610999,6.85257025419272e-06,5.28396549701049e-06,0.179810286218474,8.17052650536887e-09
0.1,0.126292729518912,0.126285842535597,0.126287419003018,0.315,0.126292722890271,6.88698331452464e-06,5.31051589364173e-06,0.188707270481088,6.62864055311907e-09
0.105,0.132677652588926,0.132670731019732,0.132672315389229,0.330225,0.132677647934426,6.92156919379627e-06,5.33719969744717e-06,0.197547347411074,4.6544998133502e-09
0.11,0.139069517614718,0.139062561285958,0.139064153597139,0.3454,0.139069514857868,6.95632876007712e-06,5.36401757891825e-06,0.206330482385282,2.7568498039976e-09
0.115,0.145468359392985,0.145461368130099,0.145462968422773,0.360525,0.145468357775,6.99126288547514e-06,5.39097021168278e-06,0.215056640607015,1.61798507924971e-09
0.12,0.151874212894844,0.151867186522397,0.151868794836571,0.3756,0.15187420920653,7.02637244665016e-06,5.41805827281028e-06,0.223725787105156,3.68831415409332e-09
0.125,0.158287113266707,0.158280051608382,0.158281667984264,0.390625,0.158287100419213,7.06165832456418e-06,5.44528244278419e-06,0.232337886733294,1.28474938743128e-08
