Time,Exact,Adams_S,Adams_WS,Adams_NA,ddends,Err_S,Err_WS,Err_NA,Err_ddends
0,0,-0,-0,-0,-0,0,0,0,0
0.005,0.00625313021485024,0.00625,0.00622500000000006,0.0162250000000001,0.00625313021474291,3.13021485024399e-06,2.81302148501883e-05,0.00997186978514981,1.07334280352589e-13
0.01,0.012512541771042,0.012509375,0.0124841875,0.0324,0.0125125417693536,3.16677104199303e-06,2.83542710419523e-05,0.019887458228958,1.68839421610389e-12
0.015,0.0187782661539297,0.0187750703125,0.01874975640625,0.0485250000000001,0.0187782661532561,3.19584142974283e-06,2.85097476796989e-05,0.0297467338460703,6.73613942403506e-13
0.02,0.0250503350066889,0.0250471099023438,0.0250216691105469,0.0646,0.0250503349795533,3.22510434518086e-06,2.86658961420119e-05,0.0395496649933111,2.71356062619965e-11
0.025,0.0313287801311072,0.0313255255508301,0.0312999572378604,0.080625,0.0313287801107733,3.25458027712611e-06,2.88228932468076e-05,0.0492962198688928,2.03339428628269e-11
0.03,0.0376136334883792,0.0376103492177055,0.037584652744368,0.0966,0.0376136334785576,3.28427067378123e-06,2.89807440112463e-05,0.0589863665116208,9.82165737628549e-12
0.035,0.0439049271999058,0.0439016130229612,0.0438757877468561,0.112525,0.0439049269853824,3.31417694465763e-06,2.91394530497271e-05,0.0686200728000942,2.1452338516692e-10
0.04,0.0502026935480971,0.0501993492475891,0.0501733945230966,0.1284,0.0502026931002962,3.34430050794726e-06,2.92990250004635e-05,0.0781973064519029,4.47800893588202e-10
0.045,0.0565069649771792,0.0565035903343886,0.0564775055126527,0.144225,0.0565069644689815,3.37464279059202e-06,2.94594645265378e-05,0.0877180350228208,5.08197678383837e-10
0.05,0.062817774094006,0.0628143688887776,0.0627881533176898,0.16,0.0628177737371214,3.40520522844334e-06,2.9620776316186e-05,0.097182225905994,3.56884646834921e-10
0.055,0.0691351536688736,0.0691317176796074,0.0691053707037909,0.175725,0.0691351535503984,3.43598926613731e-06,2.97829650827003e-05,0.106589846331126,1.18475160237885e-10
0.06,0.0754591366363399,0.0754556696399825,0.075429190600775,0.1914,0.0754591364629211,3.46699635736525e-06,2.99460355648734e-05,0.11594086336366,1.73418848725682e-10
0.065,0.0817897560960482,0.0817862578680834,0.0817596461035214,0.207025,0.0817897545913111,3.49822796480437e-06,3.01099925267417e-05,0.125235243903952,1.50473708493415e-09
