k,Method,Max_Error,RMSE
1,Adams_Start,0.0313637307192841,0.0118979816585952
1,Adams_NoStart,0.0313637307192841,0.0118979816585952
1,Adams_NewApp,8.19824477289296,2.82714439603312
1,ddends,0.00187862727736404,0.000845618820448665
2,Adams_Start,0.0163279705676092,0.00675864179857003
2,Adams_NoStart,0.016328726454886,0.00675859286030568
2,Adams_NewApp,8.19824327239297,2.82706592316863
2,ddends,0.00187862727736404,0.000845618820448665
3,Adams_Start,0.0163048922418578,0.00674889663126757
3,Adams_NoStart,0.0163036416504462,0.00674898134296369
3,Adams_NewApp,8.19824494030964,2.82706696803113
3,ddends,0.00187862727736404,0.000845618820448665
4,Adams_Start,0.0163056089656855,0.00675023087621047
4,Adams_NoStart,0.0163036022739761,0.00675035930540689
4,Adams_NewApp,8.19824493955963,2.82706696744749
4,ddends,0.00187862727736404,0.000845618820448665
5,Adams_Start,0.016306356555054,0.00675441925694839
5,Adams_NoStart,0.0163036022179571,0.00675457690874886
5,Adams_NewApp,8.19824493955964,2.82706696744586
5,ddends,0.00187862727736404,0.000845618820448665
6,Adams_Start,0.020448086316482,0.0067677986481284
6,Adams_NoStart,0.0204149198406967,0.00676789098671172
6,Adams_NewApp,8.19824493955962,2.82706696744585
6,ddends,0.00187862727736404,0.000845618820448665
7,Adams_Start,0.0305234681317321,0.00681180054583868
7,Adams_NoStart,0.0304772473397898,0.00681134847226847
7,Adams_NewApp,8.19824493955965,2.82706696744588
7,ddends,0.00187862727736404,0.000845618820448665
8,Adams_Start,0.045870499312378,0.00695878191440493
8,Adams_NoStart,0.0455857849907568,0.00695553375060388
8,Adams_NewApp,8.19824493955955,2.82706696744589
8,ddends,0.00187862727736404,0.000845618820448665
9,Adams_Start,0.0870383716280463,0.00744391138032397
9,Adams_NoStart,0.0858908983136129,0.007429918000584
9,Adams_NewApp,8.19824493955975,2.82706696744617
9,ddends,0.00187862727736404,0.000845618820448665
10,Adams_Start,0.166565328639874,0.00894236812160438
10,Adams_NoStart,0.164653024929496,0.00891964432737245
10,Adams_NewApp,8.19824493955971,2.82706696744683
10,ddends,0.00187862727736404,0.000845618820448665
11,Adams_Start,0.290930587928199,0.0130112654207014
11,Adams_NoStart,0.287944330920476,0.0133265743824936
11,Adams_NewApp,8.19824493955946,2.82706696744915
11,ddends,0.00187862727736404,0.000845618820448665
12,Adams_Start,0.544903008710866,0.023171058044501
12,Adams_NoStart,0.530475514563628,0.0280078470707339
12,Adams_NewApp,8.19824493955817,2.82706696745737
12,ddends,0.00187862727736404,0.000845618820448665
