Time,Exact,Adams_S,Adams_WS,Adams_NA,ddends,Err_S,Err_WS,Err_NA,Err_ddends
0,0,-0,-0,-0,-0,0,0,0,0
0.005,0.00625313021485024,0.00625,0.00622500000003121,0.0162249999999662,0.00625313021474291,3.13021485024399e-06,2.81302148190318e-05,0.00997186978511595,1.07334280352589e-13
0.01,0.012512541771042,0.01250625,0.012665261002409,0.0323999999999956,0.0125125417693536,6.29177104199442e-06,0.000152719231367013,0.0198874582289536,1.68839421610389e-12
0.015,0.0187782661539297,0.01876878125,0.0181873323697959,0.0485249999999639,0.0187782661532561,9.48490392974413e-06,0.000590933784133878,0.0297467338460342,6.73613942403506e-13
0.02,0.0250503350066889,0.02503762515625,0.0263584896890409,0.0645999999999924,0.0250503349795533,1.27098504389342e-05,0.00130815468235199,0.0395496649933035,2.71356062619965e-11
0.025,0.0313287801311072,0.0313128132820312,0.0294607384696537,0.0806249999999635,0.0313287801107733,1.59668490759615e-05,0.00186804166145352,0.0492962198688563,2.03339428628269e-11
0.03,0.0376136334883792,0.0375943773484414,0.0392033593179292,0.0965999999999775,0.0376136334785576,1.92561399378274e-05,0.00158972582954998,0.0589863665115982,9.82165737628549e-12
0.035,0.0439049271999058,0.0438823492351836,0.0434858158604788,0.112524999999976,0.0439049269853824,2.25779647222146e-05,0.000419111339427056,0.0686200728000701,2.1452338516692e-10
0.04,0.0502026935480971,0.0501767609813595,0.0490635308378507,0.128399999999958,0.0502026931002962,2.59325667375312e-05,0.00113916271024635,0.078197306451861,4.47800893588202e-10
0.045,0.0565069649771792,0.0564776447862663,0.058932794938339,0.144224999999981,0.0565069644689815,2.9320190912889e-05,0.00242582996115979,0.0877180350228022,5.08197678383837e-10
0.05,0.062817774094006,0.0627850330101977,0.0597677360416601,0.15999999999995,0.0628177737371214,3.27410838083519e-05,0.00305003805234588,0.0971822259059435,3.56884646834921e-10
0.055,0.0691351536688736,0.0690989581752487,0.0717692306624864,0.175724999999979,0.0691351535503984,3.61954936249215e-05,0.00263407699361282,0.106589846331106,1.18475160237885e-10
0.06,0.0754591366363399,0.0754227514589264,0.0743783968130548,0.191399999999946,0.0754591364629211,3.6385177413556e-05,0.00108073982328512,0.115940863363606,1.73418848725682e-10
0.065,0.0817897560960482,0.0817532416565955,0.0804732355806372,0.207024999999976,0.0817897545913111,3.6514439452684e-05,0.00131652051541094,0.125235243903928,1.50473708493415e-09
0.07,0.0881270453135541,0.0880901295328809,0.0918308696976445,0.222599999999943,0.0881270416837594,3.6915780673219e-05,0.00370382438409035,0.134472954686389,3.62979471479896e-09
0.075,0.0944710377211579,0.0944344941936979,0.0893460685355055,0.238124999999972,0.0944710318546696,3.65435274599785e-05,0.0051249691856524,0.143653962278814,5.866488267392e-09
0.08,0.10082176691874,0.10078410860142,0.105578395936097,0.253599999999941,0.100821759218445,3.76583173194722e-05,0.00475662901735735,0.152778233081201,7.7002944853799e-09
0.085,0.1071792666746,0.107142433247427,0.104774561245864,0.269024999999966,0.10717925788949,3.68334271726722e-05,0.00240470542873547,0.161845733325366,8.78511005608651e-09
0.09,0.113543570926303,0.113505964651879,0.112080667887371,0.284399999999945,0.113543561982206,3.76062744231881e-05,0.00146290303893125,0.170856429073642,8.94409613039215e-09
0.095,0.119914713781526,0.119876706885932,0.12549787079644,0.299724999999954,0.119914705610999,3.80068955935092e-05,0.00558315701491421,0.179810286218428,8.17052650536887e-09
