Time,Exact,Adams_S,Adams_WS,Adams_NA,ddends,Err_S,Err_WS,Err_NA,Err_ddends
0,0,-0,-0,-0,-0,0,0,0,0
0.005,0.00625313021485024,0.00625,0.00622500000000224,0.0162249999999979,0.00625313021474291,3.13021485024399e-06,2.81302148480017e-05,0.00997186978514768,1.07334280352589e-13
0.01,0.012512541771042,0.01250625,0.0126014862444197,0.0324,0.0125125417693536,6.29177104199442e-06,8.89444733777091e-05,0.019887458228958,1.68839421610389e-12
0.015,0.0187782661539297,0.01876878125,0.0185975756526251,0.0485249999999975,0.0187782661532561,9.48490392974413e-06,0.00018069050130462,0.0297467338460678,6.73613942403506e-13
0.02,0.0250503350066889,0.02503762515625,0.0252125364813782,0.0645999999999989,0.0250503349795533,1.27098504389342e-05,0.000162201474689275,0.0395496649933099,2.71356062619965e-11
0.025,0.0313287801311072,0.0313128132820312,0.0312529615624842,0.0806249999999989,0.0313287801107733,1.59668490759615e-05,7.58185686229595e-05,0.0492962198688917,2.03339428628269e-11
0.03,0.0376136334883792,0.0375943773484414,0.0376034728666795,0.0965999999999973,0.0376136334785576,1.92561399378274e-05,1.01606216997494e-05,0.0589863665116181,9.82165737628549e-12
0.035,0.0439049271999058,0.0438823492351836,0.0439245710691312,0.112524999999999,0.0439049269853824,2.25779647222146e-05,1.96438692253373e-05,0.0686200728000935,2.1452338516692e-10
0.04,0.0502026935480971,0.0501799943207542,0.0501785893008146,0.128399999999997,0.0502026931002962,2.26992273428261e-05,2.41042472824138e-05,0.0781973064518999,4.47800893588202e-10
0.045,0.0565069649771792,0.0564841856694731,0.0565119317262732,0.144224999999999,0.0565069644689815,2.27793077060973e-05,4.96674909400419e-06,0.0877180350228198,5.08197678383837e-10
0.05,0.062817774094006,0.0627948030632901,0.0628109529815097,0.159999999999997,0.0628177737371214,2.29710307158709e-05,6.82111249629413e-06,0.0971822259059907,3.56884646834921e-10
0.055,0.0691351536688736,0.0691121660469375,0.0691282738193666,0.175724999999999,0.0691351535503984,2.29876219360742e-05,6.87984950699383e-06,0.106589846331125,1.18475160237885e-10
0.06,0.0754591366363399,0.0754359654472269,0.0754565322002112,0.191399999999996,0.0754591364629211,2.31711891129915e-05,2.60443612866423e-06,0.115940863363657,1.73418848725682e-10
0.065,0.0817897560960482,0.0817664875899523,0.0817833203914163,0.207024999999999,0.0817897545913111,2.32685060958387e-05,6.43570463183807e-06,0.12523524390395,1.50473708493415e-09
0.07,0.0881270453135541,0.0881036687588247,0.0881224734989399,0.222599999999996,0.0881270416837594,2.33765547294346e-05,4.57181461425982e-06,0.134472954686442,3.62979471479896e-09
0.075,0.0944710377211579,0.0944475314276813,0.094466081790068,0.238124999999998,0.0944710318546696,2.35062934765551e-05,4.95593108988668e-06,0.143653962278841,5.866488267392e-09
0.08,0.10082176691874,0.100798151155835,0.100816438910699,0.253599999999996,0.100821759218445,2.36157629047717e-05,5.32800804022016e-06,0.152778233081256,7.7002944853799e-09
0.085,0.1071792666746,0.107155529161384,0.107174354152889,0.269024999999998,0.10717925788949,2.37375132152579e-05,4.91252171073986e-06,0.161845733325398,8.78511005608651e-09
0.09,0.113543570926303,0.113519714416096,0.113538359287611,0.284399999999996,0.113543561982206,2.38565102067961e-05,5.21163869170171e-06,0.170856429073693,8.94409613039215e-09
0.095,0.119914713781526,0.119890738926276,0.119909565891999,0.299724999999998,0.119914705610999,2.3974855249978e-05,5.14788952643563e-06,0.179810286218472,8.17052650536887e-09
0.1,0.126292729518912,0.126268633395825,0.126287572272579,0.314999999999996,0.126292722890271,2.4096123086681e-05,5.15724633320946e-06,0.188707270481084,6.62864055311907e-09
0.105,0.132677652588926,0.132653436225804,0.132672422841335,0.330224999999997,0.132677647934426,2.42163631219705e-05,5.22974759145645e-06,0.19754734741107,4.6544998133502e-09
0.11,0.139069517614718,0.139045179763766,0.13906429780487,0.345399999999997,0.139069514857868,2.43378509522385e-05,5.21980984793946e-06,0.206330482385279,2.7568498039976e-09
0.115,0.145468359392985,0.14544389944829,0.145463097437776,0.360524999999996,0.145468357775,2.44599446948546e-05,5.26195520816897e-06,0.215056640607012,1.61798507924971e-09
0.12,0.151874212894844,0.151849630470858,0.15186892611564,0.375599999999996,0.15187420920653,2.45824239854808e-05,5.28677920424991e-06,0.223725787105152,3.68831415409332e-09
0.125,0.158287113266707,0.15826240754426,0.158281804260318,0.390624999999996,0.158287100419213,2.47057224467273e-05,5.30900638900933e-06,0.23233788673329,1.28474938743128e-08
0.13,0.164707095831155,0.164682266296422,0.164701755818826,0.405599999999997,0.164707068389308,2.48295347331229e-05,5.34001232899151e-06,0.240892904168841,2.74418469892179e-08
0.135,0.171134196087829,0.17110924209929,0.17112883174667,0.420524999999995,0.171134150390457,2.49539885381622e-05,5.36434115869233e-06,0.249390803912167,4.56973715812214e-08
0.14,0.177568449714307,0.177543370630006,0.177563057849449,0.435399999999997,0.177568383696299,2.5079084300661e-05,5.39186485806753e-06,0.25783155028569,6.60180083100759e-08
0.145,0.184009892567005,0.183984687783622,0.184004473381599,0.450224999999995,0.184009805580473,2.52047833836644e-05,5.41918540680753e-06,0.266215107432989,8.69865325048291e-08
0.15,0.190458560682071,0.190433229554616,0.190453114822345,0.464999999999997,0.19045845331662,2.53311274548695e-05,5.44585972625522e-06,0.274541439317926,1.07365450696673e-07
0.155,0.196914490276281,0.19688903217646,0.196909016782883,0.479724999999995,0.19691436417838,2.54580998214349e-05,5.47349339802272e-06,0.282810509723713,1.26097901093081e-07
0.16,0.203377717747953,0.203352132040101,0.203372216947403,0.494399999999997,0.203377575439393,2.55857078516608e-05,5.5008005498125e-06,0.291022282252044,1.42308559464288e-07
0.165,0.209848279677848,0.209822565719843,0.209842751307747,0.509024999999994,0.209848124373299,2.57139580046029e-05,5.52837010092677e-06,0.299176720322147,1.55304548693502e-07
0.17,0.216326212830091,0.216300369981033,0.216320656700222,0.523599999999996,0.216326048253738,2.5842849058072e-05,5.55612986968823e-06,0.307273787169905,1.64576353683943e-07
0.175,0.22281155415309,0.22278558176603,0.222805970215637,0.538124999999994,0.222811384354349,2.597238705912e-05,5.58393745245245e-06,0.315313445846904,1.69798740179417e-07
0.18,0.229304340780453,0.229278238206177,0.229298728832314,0.552599999999996,0.229304169948774,2.61025742756826e-05,5.61194813880617e-06,0.323295659219543,1.70831678636407e-07
0.185,0.235804610031924,0.235778376618091,0.235798969957623,0.567024999999994,0.235804442310651,2.62334138331766e-05,5.64007430101099e-06,0.33122038996807,1.67721272453791e-07
0.19,0.242312399414313,0.242286034504848,0.242306731073041,0.581399999999996,0.242312238713622,2.63649094643936e-05,5.66834127138649e-06,0.339087600585683,1.60700691087534e-07
0.195,0.248827746622433,0.248801249558348,0.248822049863502,0.595724999999994,0.248827596431325,2.64970640848627e-05,5.69675893100086e-06,0.346897253377561,1.50191107606279e-07
0.2,0.255350689540042,0.25532405965887,0.255344964229044,0.609999999999996,0.255350552737401,2.6629881172191e-05,5.72531099873874e-06,0.354649310459953,1.36802641104161e-07
0.205,0.261881266240794,0.261854502876775,0.261875512230573,0.624224999999993,0.261881144905491,2.67633640190779e-05,5.7540102216258e-06,0.362343733759199,1.21335303804315e-07
0.21,0.268419514989186,0.268392617473257,0.268413732136668,0.638399999999996,0.268419410209233,2.68975159292695e-05,5.78285251812138e-06,0.36998048501081,1.04779953047363e-07
0.215,0.274965474241515,0.274938441901222,0.274959662402857,0.652524999999993,0.274965385922268,2.70323402930539e-05,5.81183865849821e-06,0.377559525758478,8.83192475265027e-08
0.22,0.281519182646845,0.281492014806382,0.28151334167582,0.666599999999995,0.281519109318236,2.71678404631381e-05,5.84097102557246e-06,0.38508081735315,7.33286091847418e-08
0.225,0.288080679047966,0.288053375028138,0.288074808799128,0.680624999999994,0.288080617670777,2.73040198280894e-05,5.87024883830223e-06,0.392544320952028,6.13771890534132e-08
0.23,0.294650002482369,0.29462256160057,0.294644102808771,0.694599999999994,0.294649948253531,2.74408817990124e-05,5.89967359843069e-06,0.399949997517625,5.42288384197676e-08
0.235,0.301227192183223,0.301199613753432,0.301221262937339,0.708524999999994,0.301227136469139,2.75784297906201e-05,5.92924588427302e-06,0.407297807816771,5.57140842905035e-08
0.24,0.307812287580351,0.307784570913106,0.307806328614048,0.722399999999994,0.307812204931067,2.7716667245381e-05,5.95896630362081e-06,0.414587712419643,8.2649284582903e-08
0.245,0.314405328301222,0.314377472703603,0.314399339465448,0.736224999999994,0.314405193046894,2.78555976183092e-05,5.98883577368481e-06,0.421819671698772,1.35254327848777e-07
0.25,0.321006354171935,0.320978358947553,0.321000335317004,0.749999999999994,0.321006144604106,2.79952243822379e-05,6.01885493106691e-06,0.428993645828059,2.09567829811963e-07
0.255,0.327615405218223,0.327587269667194,0.327609356193659,0.763724999999994,0.327615103390187,2.81355510285963e-05,6.04902456363687e-06,0.436109594781771,3.01828035509377e-07
0.26,0.334232521666443,0.334204245085378,0.334226442321012,0.777399999999994,0.334232113192624,2.82765810650787e-05,6.07934543106481e-06,0.443167478333551,4.08473819435429e-07
0.265,0.340857743944592,0.340829325626575,0.340851634126319,0.791024999999993,0.3408572177989,2.84183180175313e-05,6.10981827281476e-06,0.450167256055401,5.26145691792657e-07
0.27,0.347491112683312,0.347462551917882,0.347484972239445,0.804599999999993,0.347490460996503,2.85607654294529e-05,6.14044386676449e-06,0.457108887316681,6.51686809016727e-07
0.275,0.354132668716905,0.354103964790044,0.354126497493937,0.818124999999994,0.354131886572916,2.87039268618838e-05,6.17122296830974e-06,0.463992331283088,7.82143989130901e-07
0.28,0.360782453084359,0.360753605278465,0.360776250928006,0.831599999999992,0.360781538315626,2.88478058941277e-05,6.20215635360744e-06,0.470817546915633,9.14768733484284e-07
0.285,0.367440507030368,0.367411514624246,0.367434273785578,0.845024999999994,0.367439460012117,2.89924061229185e-05,6.23324479021026e-06,0.477584492969626,1.04701825165421e-06
0.29,0.374106872006368,0.374077734275205,0.374100607517307,0.858399999999992,0.374105695449874,2.91377311633645e-05,6.26448906149157e-06,0.484293127993624,1.17655649350956e-06
0.295,0.380781589671569,0.38075230588692,0.380775293781627,0.871724999999994,0.380780288416384,2.92837846487259e-05,6.29588994172092e-06,0.490943410328425,1.30125518493784e-06
0.3,0.387464701894001,0.387435271323771,0.387458374445777,0.884999999999992,0.387463282699131,2.94305702297493e-05,6.3274482233755e-06,0.497535298105991,1.41919486956743e-06
0.305,0.394156250751556,0.394126672659978,0.394149891586868,0.898224999999994,0.394154722085601,2.95780915778865e-05,6.35916468771924e-06,0.504068749248438,1.52866595520829e-06
0.31,0.400856278533044,0.400826552180667,0.400849887492909,0.911399999999992,0.400854650363278,2.97263523774127e-05,6.39104013533398e-06,0.510543721466947,1.62816976617686e-06
0.315,0.407564827739249,0.407534952382908,0.407558404663894,0.924524999999994,0.407563111319649,2.98753563406362e-05,6.42307535547726e-06,0.516960172260745,1.7164196002839e-06
0.32,0.414281941083989,0.414251915976804,0.414275485812833,0.937599999999992,0.414280148742198,3.00251071854718e-05,6.45527115661348e-06,0.523318058916002,1.79234179137344e-06
0.325,0.421007661495188,0.420977485886524,0.421001173866852,0.950624999999994,0.421005806418411,3.01756086636962e-05,6.48762833621586e-06,0.529617338504806,1.85507677730179e-06
0.33,0.427742032115945,0.427711705251415,0.427735511968235,0.963599999999992,0.427740128135772,3.0326864529695e-05,6.52014771013176e-06,0.535857967884047,1.9039801729126e-06
0.335,0.434485096305617,0.434454617427044,0.434478543475531,0.976524999999993,0.434483157681768,3.0478878572604e-05,6.55283008560437e-06,0.542039903694376,1.93862384867405e-06
0.34,0.441236897640899,0.441206265986313,0.441230311964615,0.989399999999992,0.441234938843884,3.06316545854446e-05,6.58567628375462e-06,0.548163102359094,1.95879701497814e-06
0.345,0.447997479916915,0.44796669472052,0.447990861229791,1.00222499999999,0.447995515409604,3.07851963949335e-05,6.6186871234275e-06,0.554227520083078,1.96450731104747e-06
0.35,0.454766887148314,0.454735947640482,0.454760235284884,1.01499999999999,0.454764931166414,3.09395078321728e-05,6.65186343068447e-06,0.560233112851678,1.95598190028123e-06
0.355,0.46154516357037,0.461514068977608,0.461538478364335,1.02772499999999,0.4615432299018,3.10945927623485e-05,6.68520603497313e-06,0.566179836429622,1.93366857026422e-06
0.36,0.468332353640085,0.46830110318503,0.468325634924315,1.04039999999999,0.468330455403246,3.1250455055476e-05,6.71871576968242e-06,0.572067646359907,1.89823683893753e-06
0.365,0.475128502037304,0.475097094938689,0.475121749643832,1.05302499999999,0.475126651458238,3.14070986149328e-05,6.7523934725866e-06,0.577896497962687,1.85057906587627e-06
0.37,0.481933653665831,0.48190208913848,0.481926867425845,1.06559999999999,0.481931861854262,3.15645273507581e-05,6.78623998567884e-06,0.58366634633416,1.79181156911845e-06
0.375,0.48874785365455,0.488716130909347,0.488741033398395,1.07812499999999,0.488746130378802,3.17227452030222e-05,6.82025615522663e-06,0.589377146345441,1.72327574837761e-06
0.38,0.495571147358556,0.495539265602431,0.495564292915725,1.09059999999999,0.495569500819344,3.18817561251739e-05,6.85444283138326e-06,0.595028852641436,1.64653921241875e-06
0.385,0.502403580360286,0.502371538796193,0.502396691559417,1.10302499999999,0.502402016963372,3.20415640927552e-05,6.888800869298e-06,0.600621419639706,1.56339691359531e-06
